Unnamed: 0,power_chiller,Energy_2,flow_chiller,Energy_1,t_out,t_chiller,Energy_3,Equip,light,temperature:drybulb,occ,Energy_4,energy_total
0,0.0,0.0,0.0,0.0,25.1,10.43817,0.0,0.41388822,0.039140865,24.003056,0.0,0.0,0.0
1,225069.36,869048.5,168.07915,85299.15,25.2,12.0,91642.05,0.41388822,0.039140865,24.327026,0.0,0.0,1045989.7000000001
2,234831.11,873425.9,168.07915,85711.35,25.3,12.0,92132.53,0.41388822,0.039140865,23.72469,0.0,65239.94,1116509.72
3,238526.33,902687.2,168.07915,89843.055,25.4,12.0,95827.89,0.41388822,0.039140865,23.171762,0.0,64583.496,1152941.6409999998
4,242443.48,922298.5,168.07915,90674.81,25.5,12.0,97742.42,0.41388822,0.039140865,22.975664,0.0,64651.93,1175367.66
5,245104.66,938865.44,168.07915,91918.43,25.6,12.0,99716.11,0.41388822,0.039140865,22.984179,0.0,64806.79,1195306.77
6,248533.1,962963.7,168.07915,94349.35,25.566668,12.0,102695.836,0.41388822,0.039140865,23.020226,0.0,64945.906,1224954.792
7,39100.258,0.0,168.07915,0.0,25.533333,12.0,0.0,0.41388822,0.039140865,23.007961,0.0,64985.867,64985.867
8,242606.95,986969.56,168.07915,96335.94,25.5,12.0,105930.9,0.41388822,0.039140865,23.688856,0.0,0.0,1189236.4
9,253784.23,1003381.3,168.07915,97891.23,25.466667,12.0,107635.48,0.41388822,0.039140865,24.32818,0.0,106249.03,1315157.04
10,257811.8,1038510.94,168.07915,102165.57,25.433332,12.0,109382.38,0.41388822,0.039140865,23.670797,0.0,66658.15,1316717.04
11,256703.03,1028422.75,168.07915,100153.12,25.4,12.0,111465.734,0.41388822,0.039140865,23.448635,0.0,65884.305,1305925.909
12,258001.39,1024617.4,168.07915,100149.71,25.366667,12.0,109624.914,0.41388822,0.039140865,23.247414,0.0,65569.57,1299961.5940000003
13,259102.64,1033060.4,168.07915,100904.805,25.333334,12.0,110869.89,0.41388822,0.039140865,23.080122,0.0,65513.2,1310348.295
14,39094.605,0.0,168.07915,0.0,25.3,12.0,0.0,0.41388822,0.039140865,23.049591,0.0,65024.605,65024.605
15,248312.06,1027374.44,168.07915,100259.75,25.266666,12.0,110499.72,0.41388822,0.039140865,23.7106,0.0,0.0,1238133.91
16,257862.86,1031965.56,168.07915,100697.97,25.233334,12.0,110706.58,0.41388822,0.039140865,24.330917,0.0,106906.91,1350277.02
17,262318.9,1073602.8,168.07915,105292.32,25.2,12.0,112257.05,0.41388822,0.039140865,23.66956,0.0,66631.41,1357783.58
18,259643.11,1049673.2,168.07915,102292.13,25.166666,12.0,113387.95,0.41388822,0.039140865,23.440933,0.0,65692.11,1331045.3900000001
19,260342.12,1043613.94,168.07915,101913.625,25.133333,12.0,111196.9,0.41388822,0.039140865,23.233358,0.0,65240.695,1321965.16
20,260750.78,1047817.5,168.07915,102288.13,25.1,12.0,112121.99,0.41388822,0.039140865,23.062424,0.0,65050.766,1327278.386
21,38741.91,0.0,168.07915,0.0,25.066668,12.0,0.0,0.41388822,0.039140865,23.031792,0.0,64394.45,64394.45
22,248347.28,1033098.3,168.07915,100755.05,25.033333,12.0,110858.516,0.41388822,0.039140865,23.691895,0.0,0.0,1244711.8660000002
23,256838.12,1032432.25,168.07915,100744.92,25.0,12.0,110490.05,0.41388822,0.039140865,24.317253,0.0,104544.75,1348211.97
24,261281.73,1073694.9,168.07915,105039.31,25.033333,12.0,111178.83,0.41388822,0.039140865,23.651978,0.0,65848.01,1355761.05
25,258852.8,1050768.5,168.07915,102452.13,25.066668,12.0,111894.52,0.41388822,0.039140865,23.4235,0.0,65086.3,1330201.45
26,259845.78,1044821.7,168.07915,101956.72,25.1,12.0,110599.14,0.41388822,0.039140865,23.216122,0.0,64823.71,1322201.2699999998
27,260663.58,1050252.6,168.07915,102481.58,25.133333,12.0,111998.09,0.41388822,0.039140865,23.045057,0.0,64823.71,1329555.9800000002
28,38733.195,0.0,168.07915,0.0,25.166666,12.0,0.0,0.41388822,0.07828173,23.05319,0.0,64429.2,64429.2
29,249217.86,1037862.94,168.07915,101273.7,25.2,12.0,111129.27,0.41388822,0.07828173,23.735369,0.0,0.0,1250265.91
30,266607.12,1120767.9,168.07915,109651.336,25.266666,12.0,113686.7,0.41388822,0.07828173,24.381947,0.0,118725.55,1462831.4859999998
31,266428.78,1100955.1,168.07915,107377.54,25.333334,12.0,118035.734,0.41388822,0.07828173,23.730978,0.0,66470.43,1392838.804
32,262656.2,1072051.5,168.07915,104596.266,25.4,12.0,113409.805,0.41388822,0.07828173,23.501862,0.0,65753.0,1355810.571
33,264090.06,1072029.4,168.07915,104610.42,25.466667,12.0,113421.85,0.41388822,0.07828173,23.291689,0.0,65517.37,1355579.04
34,265499.8,1081825.8,168.07915,105575.06,25.533333,12.0,114609.82,0.41388822,0.07828173,23.13464,0.10162534,65545.35,1367556.0300000003
35,265579.0,1080488.5,168.07915,105451.92,25.6,12.0,114426.67,0.41388822,0.07828173,23.066063,0.10162534,65357.49,1365724.5799999998
36,266550.34,1084575.4,168.07915,105866.51,25.783333,12.0,114795.46,0.41388822,0.07828173,23.052237,0.10162534,65872.875,1371110.2449999999
37,267893.16,1089673.4,168.07915,106369.57,25.966667,12.0,115297.18,0.41388822,0.07828173,23.052607,0.10162534,66492.06,1377832.21
38,268896.6,1091484.5,168.07915,106572.67,26.15,12.0,115450.52,0.41388822,0.07828173,23.04995,0.10162534,67134.8,1380642.49
39,269217.4,1088364.9,168.07915,106316.42,26.333334,12.0,115081.555,0.41388822,0.07828173,23.043991,0.10162534,67769.01,1377531.8849999998
40,278206.25,1155415.5,168.07915,113370.07,26.516666,12.0,121832.24,0.41388822,0.2348452,23.20369,0.20325068,68395.234,1459013.044
41,281036.53,1163487.5,168.07915,114387.695,26.7,12.0,122676.23,0.41388822,0.2348452,23.358797,0.20325068,69363.9,1469915.325
42,282086.06,1164945.9,168.07915,114199.17,26.783333,12.0,123027.31,0.41388822,0.2348452,23.430117,0.20325068,70366.82,1472539.2
43,284152.0,1174367.8,168.07915,115330.04,26.866667,12.0,124562.61,0.41388822,0.2348452,23.441053,0.20325068,71218.58,1485479.0300000003
44,287631.75,1193823.8,168.07915,117121.96,26.95,12.0,126895.18,0.41388822,0.2348452,23.434692,0.20325068,71954.57,1509795.51
45,291460.1,1214651.8,168.07915,119008.26,27.033333,12.0,129368.18,0.41388822,0.2348452,23.432224,0.20325068,72652.95,1535681.19
46,356802.6,1601296.0,168.07915,157236.9,27.116667,12.0,170284.33,0.9312485,0.70453554,24.046186,0.9654407,123378.37,2052195.6
47,363557.34,1637041.0,168.07915,160493.17,27.2,12.0,173933.22,0.9312485,0.70453554,24.003147,0.9654407,108064.164,2079531.554
48,370440.72,1671727.2,168.07915,164147.27,27.3,12.0,177520.05,0.9312485,0.70453554,24.000084,0.9654407,112998.86,2126393.38
49,379729.16,1716823.9,168.07915,168309.4,27.4,12.0,182094.89,0.9312485,0.70453554,23.999985,0.9654407,121887.37,2189115.56
50,389403.6,1766542.4,168.07915,173171.53,27.5,12.0,187349.73,0.9312485,0.70453554,23.99985,0.9654407,124583.4,2251647.06
51,397280.28,1803790.8,168.07915,176772.5,27.6,12.0,191335.38,0.9312485,0.70453554,23.999767,0.9654407,126625.875,2298524.555
52,403381.2,1831148.6,168.07915,179440.97,27.7,12.0,194344.62,0.9312485,0.70453554,23.99972,0.9654407,128318.91,2333253.1
53,408475.56,1853458.0,168.07915,181617.06,27.8,12.0,196883.33,0.9312485,0.70453554,23.999687,0.9654407,129831.58,2361789.97
54,412701.44,1872698.6,168.07915,183446.47,27.983334,12.0,199142.42,0.9312485,0.70453554,23.999659,0.9654407,131033.93,2386321.4200000004
55,416538.38,1890485.0,168.07915,185146.16,28.166666,12.0,201283.22,0.9312485,0.70453554,23.999638,0.9654407,132127.8,2409042.1799999997
56,420044.28,1906516.2,168.07915,186680.23,28.35,12.0,203281.08,0.9312485,0.70453554,23.999624,0.9654407,133122.84,2429600.3499999996
57,423722.44,1923946.4,168.07915,188345.0,28.533333,12.0,205494.31,0.9312485,0.70453554,23.999615,0.9654407,134038.95,2451824.66
58,427536.8,1942076.4,168.07915,190075.14,28.716667,12.0,207867.36,0.9312485,0.70453554,23.999609,0.9654407,134889.92,2474908.82
59,430853.28,1956937.4,168.07915,191505.69,28.9,12.0,209979.14,0.9312485,0.70453554,23.999605,0.9654407,135708.95,2494131.18
60,434211.88,1971365.0,168.07915,192882.0,29.083334,12.0,212195.72,0.9312485,0.70453554,23.999607,0.9654407,136636.17,2513078.89
61,437472.94,1984779.1,168.07915,194187.1,29.266666,12.0,214422.73,0.9312485,0.70453554,23.99961,0.9654407,137567.48,2530956.41
62,440600.8,1997313.9,168.07915,195412.33,29.45,12.0,216647.98,0.9312485,0.70453554,23.999617,0.9654407,138523.83,2547898.04
63,442012.8,1999301.6,168.07915,195599.69,29.633333,12.0,217765.1,0.9312485,0.70453554,23.999622,0.9654407,139502.48,2552168.87
64,442936.3,1999674.9,168.07915,195644.66,29.816668,12.0,218700.69,0.9312485,0.70453554,23.999628,0.9654407,140513.61,2554533.86
65,444054.2,2001686.1,168.07915,195833.52,30.0,12.0,219665.84,0.9312485,0.70453554,23.999636,0.9654407,141586.72,2558772.18
66,432775.97,1959898.0,168.07915,191722.42,29.45,12.0,215673.78,0.9312485,0.70453554,23.99953,0.9654407,137707.84,2505002.0399999996
67,419071.4,1916960.9,168.07915,187517.98,28.9,12.0,211297.53,0.9312485,0.70453554,23.999428,0.9654407,133708.95,2449485.36
68,395337.38,1808167.0,168.07915,176924.55,28.35,12.0,199250.9,0.9312485,0.70453554,23.999352,0.9654407,129492.13,2313834.58
69,379224.16,1754367.0,168.07915,171742.94,27.8,12.0,192977.56,0.9312485,0.70453554,23.999304,0.9654407,125169.94,2244257.44
70,364797.03,1703092.6,168.07915,166554.0,27.25,12.0,186073.16,0.9312485,0.70453554,23.999275,0.9654407,120865.72,2176585.48
71,350503.38,1649484.4,168.07915,161108.92,26.7,12.0,178698.47,0.9312485,0.70453554,23.99926,0.9654407,116680.41,2105972.1999999997
72,334509.5,1555134.1,168.07915,151801.31,26.516666,12.0,167260.39,0.82777643,0.62625384,23.999123,0.5081267,101696.76,1975892.5600000003
73,334739.66,1558423.9,168.07915,152238.16,26.333334,12.0,166591.95,0.82777643,0.62625384,23.999231,0.5081267,102013.81,1979267.8199999998
74,337187.8,1560658.2,168.07915,152526.72,26.15,12.0,166072.58,0.82777643,0.62625384,23.999384,0.5081267,102407.445,1981664.945
75,339645.7,1562003.1,168.07915,152712.78,25.966667,12.0,165641.36,0.82777643,0.62625384,23.999516,0.5081267,103082.24,1983439.4800000002
76,342420.9,1565558.5,168.07915,153110.69,25.783333,12.0,165630.06,0.82777643,0.62625384,23.999615,0.5081267,104102.53,1988401.78
77,345965.75,1574225.6,168.07915,153994.23,25.6,12.0,166302.44,0.82777643,0.62625384,23.999683,0.5081267,105382.78,1999905.05
78,361425.88,1663113.5,168.07915,162924.4,25.6,12.0,175137.47,0.9312485,0.70453554,23.999985,0.9654407,119732.47,2120907.84
79,364949.16,1668498.2,168.07915,163677.47,25.6,12.0,175561.3,0.9312485,0.70453554,23.999985,0.9654407,121806.75,2129543.7199999997
80,367489.7,1679218.2,168.07915,164614.94,25.6,12.0,176564.12,0.9312485,0.70453554,23.9999,0.9654407,124236.58,2144633.84
81,377339.84,1739840.6,168.07915,170937.64,25.6,12.0,182113.81,0.9312485,0.70453554,23.999817,0.9654407,126502.734,2219394.7840000005
82,384172.03,1772611.8,168.07915,174021.2,25.6,12.0,185500.61,0.9312485,0.70453554,23.999756,0.9654407,128369.91,2260503.52
83,389455.38,1797774.5,168.07915,176523.52,25.6,12.0,188431.02,0.9312485,0.70453554,23.999718,0.9654407,129918.055,2292647.095
84,395800.6,1826773.2,168.07915,179339.8,25.783333,12.0,192128.17,0.9312485,0.70453554,23.999706,0.9654407,131873.45,2330114.62
85,402215.3,1853955.5,168.07915,181978.02,25.966667,12.0,195828.19,0.9312485,0.70453554,23.999708,0.9654407,133840.11,2365601.82
86,408890.4,1882303.1,168.07915,184727.75,26.15,12.0,199715.66,0.9312485,0.70453554,23.999716,0.9654407,135933.58,2402680.0900000003
87,414765.4,1904743.1,168.07915,186889.73,26.333334,12.0,202990.83,0.9312485,0.70453554,23.999733,0.9654407,138316.28,2432939.94
88,420330.3,1925539.2,168.07915,188892.67,26.516666,12.0,206068.55,0.9312485,0.70453554,24.000286,0.9654407,141216.33,2461716.75
89,425679.28,1945835.9,168.07915,190842.6,26.7,12.0,209030.81,0.9312485,0.70453554,24.007942,0.9654407,142377.08,2488086.39
90,427686.7,1956139.1,168.07915,191774.47,27.066668,12.0,210868.28,0.9312485,0.70453554,24.016758,0.9654407,142587.86,2501369.71
91,428669.34,1965756.8,168.07915,192633.83,27.433332,12.0,212527.5,0.9312485,0.70453554,24.02256,0.9654407,142581.97,2513500.1
92,429073.84,1973645.0,168.07915,193322.73,27.8,12.0,213929.36,0.9312485,0.70453554,24.024921,0.9654407,142319.56,2523216.65
93,427859.12,1972798.0,168.07915,193126.69,28.166666,12.0,214370.94,0.9312485,0.70453554,24.024883,0.9654407,141838.8,2522134.4299999997
94,425532.28,1967183.9,168.07915,192511.89,28.533333,12.0,214245.61,0.9312485,0.70453554,24.023285,0.9654407,141188.66,2515130.06
95,422415.72,1958338.8,168.07915,191579.0,28.9,12.0,213699.17,0.9312485,0.70453554,24.020473,0.9654407,140401.78,2504018.7499999995
96,423026.75,1959558.5,168.07915,191689.92,28.9,12.0,214031.39,0.9312485,0.70453554,24.022308,0.9654407,140823.17,2506102.98
97,424318.53,1958930.2,168.07915,191639.22,28.9,12.0,214063.53,0.9312485,0.70453554,24.028778,0.9654407,141337.2,2505970.15
98,425500.94,1956888.0,168.07915,191458.23,28.9,12.0,213838.08,0.9312485,0.70453554,24.037533,0.9654407,141983.34,2504167.65
99,427945.34,1962889.6,168.07915,192040.36,28.9,12.0,214403.9,0.9312485,0.70453554,24.04707,0.9654407,142731.03,2512064.8899999997
100,431029.78,1971800.5,168.07915,192895.06,28.9,12.0,215192.81,0.9312485,0.70453554,24.056995,0.9654407,143541.73,2523430.1
101,434362.97,1981722.9,168.07915,193858.72,28.9,12.0,216057.83,0.9312485,0.70453554,24.06731,0.9654407,144390.39,2536029.8400000003
102,379468.0,1663127.5,168.07915,162401.8,28.716667,12.0,181765.75,0.51736027,0.39140865,24.005465,0.30487603,97088.63,2104383.68
103,370675.12,1655208.1,168.07915,161769.75,28.533333,12.0,181531.02,0.51736027,0.39140865,23.999636,0.30487603,91710.18,2090219.05
104,368485.06,1644748.6,168.07915,160844.27,28.35,12.0,180687.6,0.51736027,0.39140865,23.999239,0.30487603,91892.66,2078173.1300000001
105,363270.12,1614354.9,168.07915,158021.0,28.166666,12.0,177279.88,0.51736027,0.39140865,23.999321,0.30487603,90236.92,2039892.6999999997
106,356939.12,1578842.6,168.07915,154668.6,27.983334,12.0,173259.88,0.51736027,0.39140865,23.99942,0.30487603,89055.55,1995826.6300000001
107,351064.2,1546818.0,168.07915,151612.1,27.8,12.0,169686.55,0.51736027,0.39140865,23.9995,0.30487603,88109.34,1956225.9900000002
108,321835.94,1369243.9,168.07915,133918.8,27.433332,12.0,150585.9,0.41388822,0.2348452,23.897678,0.10162534,76419.69,1730168.2899999998
109,309061.34,1322065.5,168.07915,129334.914,27.066668,12.0,145624.39,0.41388822,0.2348452,23.789574,0.10162534,73442.06,1670466.864
110,299596.0,1281731.2,168.07915,125076.97,26.7,12.0,141133.88,0.41388822,0.2348452,23.731087,0.10162534,70496.2,1618438.2499999998
111,290843.0,1243685.9,168.07915,121394.945,26.333334,12.0,136835.66,0.41388822,0.2348452,23.711748,0.10162534,67715.74,1569632.2449999999
112,282221.28,1204773.2,168.07915,117627.82,25.966667,12.0,132398.06,0.41388822,0.2348452,23.704676,0.10162534,65094.17,1519893.25
113,273875.94,1166630.2,168.07915,113925.63,25.6,12.0,128083.31,0.41388822,0.2348452,23.695805,0.10162534,62580.9,1471220.04
114,270523.25,1151979.8,168.07915,112540.33,25.5,12.0,126201.96,0.41388822,0.2348452,23.686049,0.10162534,62457.477,1453179.567
115,268673.84,1140430.2,168.07915,111445.45,25.4,12.0,124677.88,0.41388822,0.2348452,23.6779,0.10162534,62363.297,1438916.8269999998
116,267337.1,1131151.9,168.07915,110561.02,25.3,12.0,123417.99,0.41388822,0.2348452,23.671661,0.10162534,62303.59,1427434.5
117,266273.1,1123389.9,168.07915,109820.96,25.2,12.0,122349.516,0.41388822,0.2348452,23.666462,0.10162534,62274.875,1417835.251
118,265439.3,1117149.9,168.07915,109225.89,25.1,12.0,121475.7,0.41388822,0.2348452,23.661587,0.10162534,62270.062,1410121.5519999997
119,264807.7,1112253.4,168.07915,108760.01,25.0,12.0,120773.6,0.41388822,0.2348452,23.656797,0.10162534,62282.812,1404069.822
120,259863.19,1071910.6,168.07915,104732.3,25.0,12.0,116540.83,0.41388822,0.15656346,23.574278,0.10162534,62195.08,1355378.8100000003
121,258827.67,1069010.6,168.07915,104456.67,25.0,12.0,116098.516,0.41388822,0.15656346,23.495808,0.10162534,61977.023,1351542.8090000001
122,258370.75,1066270.1,168.07915,104196.305,25.0,12.0,115681.984,0.41388822,0.15656346,23.459236,0.10162534,61777.055,1347925.444
123,257943.27,1063488.4,168.07915,103930.76,25.0,12.0,115269.98,0.41388822,0.15656346,23.451017,0.10162534,61663.11,1344352.25
124,257540.81,1060805.4,168.07915,103672.11,25.0,12.0,114885.02,0.41388822,0.15656346,23.449532,0.10162534,61608.82,1340971.35
125,257151.53,1058392.8,168.07915,103433.83,25.0,12.0,114542.87,0.41388822,0.15656346,23.445427,0.10162534,61573.316,1337942.816
126,257456.98,1059350.6,168.07915,103530.41,25.0,12.0,114557.54,0.41388822,0.15656346,23.439203,0.10162534,61861.293,1339299.843
127,257921.12,1060123.0,168.07915,103588.836,25.0,12.0,114545.445,0.41388822,0.15656346,23.43312,0.10162534,62151.766,1340409.047
128,258508.83,1062076.5,168.07915,103722.625,25.0,12.0,114615.19,0.41388822,0.15656346,23.427986,0.10162534,62448.934,1342863.2489999998
129,259129.61,1064186.8,168.07915,103878.164,25.0,12.0,114706.85,0.41388822,0.15656346,23.423506,0.10162534,62753.56,1345525.3740000003
130,259775.7,1066395.0,168.07915,104042.17,25.0,12.0,114808.85,0.41388822,0.15656346,23.419254,0.10162534,63064.14,1348310.16
131,260457.6,1068697.2,168.07915,104224.51,25.0,12.0,114965.84,0.41388822,0.15656346,23.415056,0.10162534,63379.027,1351266.577
132,271679.78,981432.9,168.07915,95537.18,25.0,12.0,105534.125,0.41388822,0.07828173,24.065521,0.05081267,0.0,1182504.205
133,249106.95,1066992.1,168.07915,103975.0,25.0,12.0,114930.72,0.41388822,0.07828173,24.445793,0.05081267,0.0,1285897.82
134,256620.28,1030581.4,168.07915,100406.31,25.0,12.0,110990.125,0.41388822,0.07828173,23.843262,0.05081267,65503.113,1307480.9479999999
135,261064.1,1067846.6,168.07915,103953.98,25.0,12.0,114878.266,0.41388822,0.07828173,23.350029,0.05081267,64686.81,1351365.6560000002
136,263216.3,1074983.5,168.07915,104665.77,25.0,12.0,115561.51,0.41388822,0.07828173,23.18122,0.05081267,64765.676,1359976.456
137,264933.53,1084323.2,168.07915,105590.14,25.0,12.0,116448.4,0.41388822,0.07828173,23.188091,0.05081267,64879.676,1371241.4159999997
138,38799.94,0.0,168.07915,0.0,25.0,12.0,0.0,0.41388822,0.039140865,23.157099,0.05081267,64671.09,64671.09
139,256195.4,1036899.44,168.07915,100921.64,25.0,12.0,111185.984,0.41388822,0.039140865,23.141356,0.05081267,64650.72,1313657.7839999998
140,256643.7,1114597.0,168.07915,109852.76,25.0,12.0,117990.58,0.41388822,0.039140865,23.813665,0.05081267,0.0,1342440.34
141,265812.84,1092665.0,168.07915,106387.37,25.0,12.0,116891.555,0.41388822,0.039140865,24.439297,0.05081267,121069.65,1437013.575
142,266911.3,1109059.6,168.07915,107680.195,25.0,12.0,118988.23,0.41388822,0.039140865,23.790657,0.05081267,66463.86,1402191.8850000002
143,264532.66,1091404.0,168.07915,106218.1,25.0,12.0,116589.6,0.41388822,0.039140865,23.563248,0.05081267,65661.83,1379873.5300000003
144,266456.38,1090046.9,168.07915,106099.91,25.0,12.0,116378.87,0.41388822,0.039140865,23.349628,0.0,65671.06,1378196.7399999998
145,39226.33,0.0,168.07915,0.0,25.0,12.0,0.0,0.41388822,0.039140865,23.241734,0.0,65484.363,65484.363
146,260258.33,1057361.4,168.07915,103028.58,25.0,12.0,112932.42,0.41388822,0.039140865,23.182125,0.0,65740.23,1339062.63
147,258359.61,1111728.4,168.07915,108951.97,25.0,12.0,114914.25,0.41388822,0.039140865,23.795683,0.0,0.0,1335594.6199999999
148,269648.22,1108474.2,168.07915,107960.98,25.0,12.0,117888.71,0.41388822,0.039140865,24.403236,0.0,121819.875,1456143.765
149,271975.94,1129694.8,168.07915,109824.62,25.0,12.0,120661.516,0.41388822,0.039140865,23.760168,0.0,68335.71,1428516.646
150,268745.97,1107251.5,168.07915,107783.92,24.9,12.0,117562.89,0.41388822,0.039140865,23.529215,0.0,67262.55,1399860.8599999999
151,269897.06,1103610.1,168.07915,107432.27,24.8,12.0,117122.79,0.41388822,0.039140865,23.31964,0.0,66689.47,1394854.6300000001
152,39506.777,0.0,168.07915,0.0,24.7,12.0,0.0,0.41388822,0.039140865,23.215265,0.0,65959.66,65959.66
153,260574.73,1059872.5,168.07915,103307.484,24.6,12.0,112922.27,0.41388822,0.039140865,23.156881,0.0,65643.06,1341745.314
154,256341.64,1098249.4,168.07915,107447.64,24.5,12.0,113051.484,0.41388822,0.039140865,23.770885,0.0,0.0,1318748.5239999997
155,266247.0,1096478.5,168.07915,106716.83,24.4,12.0,116135.516,0.41388822,0.039140865,24.383627,0.0,116494.26,1435825.1060000001
156,268603.6,1117037.9,168.07915,108521.08,24.5,12.0,118725.78,0.41388822,0.039140865,23.736671,0.0,66995.71,1411280.47
157,266411.88,1097771.0,168.07915,106807.99,24.6,12.0,116120.336,0.41388822,0.039140865,23.506296,0.0,66418.96,1387118.2859999998
158,268542.2,1098600.0,168.07915,106909.21,24.7,12.0,116148.02,0.41388822,0.039140865,23.2978,0.0,66344.875,1388002.105
159,39601.223,0.0,168.07915,0.0,24.8,12.0,0.0,0.41388822,0.039140865,23.194002,0.0,66123.61,66123.61
160,262275.03,1066347.0,168.07915,103955.08,24.9,12.0,113500.06,0.41388822,0.039140865,23.136509,0.0,66307.87,1350110.0100000002
161,259441.6,1114345.4,168.07915,108459.98,25.0,12.0,113611.08,0.41388822,0.039140865,23.74941,0.0,0.0,1336416.46
162,268885.0,1106543.5,168.07915,107713.69,24.9,12.0,116739.15,0.41388822,0.039140865,24.366879,0.0,114536.23,1445532.5699999998
163,270155.3,1120852.1,168.07915,108947.945,24.8,12.0,118967.18,0.41388822,0.039140865,23.717796,0.0,67681.15,1416448.375
164,266826.4,1098684.1,168.07915,106864.16,24.7,12.0,115898.29,0.41388822,0.039140865,23.487272,0.0,66611.555,1388058.105
165,267921.66,1094636.1,168.07915,106473.016,24.6,12.0,115440.11,0.41388822,0.039140865,23.277964,0.0,66044.1,1382593.3260000004
166,39179.766,0.0,168.07915,0.0,24.5,12.0,0.0,0.41388822,0.039140865,23.172913,0.0,65324.38,65324.38
167,259232.2,1054577.1,168.07915,102784.31,24.4,12.0,112248.24,0.41388822,0.039140865,23.114328,0.0,65011.94,1334621.59
168,253959.92,1086467.2,168.07915,105428.97,24.4,12.0,111418.266,0.41388822,0.039140865,23.725664,0.0,0.0,1303314.436
169,262113.19,1078583.6,168.07915,104881.65,24.4,12.0,113053.305,0.41388822,0.039140865,24.349134,0.0,109630.11,1406148.665
170,262714.44,1089528.8,168.07915,105794.81,24.4,12.0,115414.55,0.41388822,0.039140865,23.694328,0.0,65051.445,1375789.6050000002
171,258537.2,1063520.1,168.07915,103329.66,24.4,12.0,111744.55,0.41388822,0.039140865,23.462908,0.0,63690.906,1342285.216
172,261200.22,1074540.5,168.07915,104483.97,24.4,12.0,112758.8,0.41388822,0.07828173,23.290354,0.0,62845.004,1354628.274
173,37361.594,0.0,168.07915,0.0,24.4,12.0,0.0,0.41388822,0.07828173,23.203272,0.0,61964.734,61964.734
174,251336.33,1020400.2,168.07915,99413.805,24.4,12.0,108540.78,0.41388822,0.07828173,23.155249,0.0,62218.703,1290573.488
175,255595.31,1134300.6,168.07915,110139.42,24.4,12.0,114204.766,0.41388822,0.07828173,23.791573,0.0,0.0,1358644.786
176,261022.61,1070928.0,168.07915,104150.53,24.4,12.0,112093.84,0.41388822,0.07828173,24.433973,0.0,119160.0,1406332.37
177,261433.58,1081118.0,168.07915,105046.234,24.4,12.0,113866.19,0.41388822,0.07828173,23.78254,0.0,64853.3,1364883.724
178,261388.95,1081168.0,168.07915,105127.625,24.4,12.0,113005.836,0.41388822,0.07828173,23.564043,0.10162534,64401.49,1363702.951
179,262787.9,1083455.4,168.07915,105359.55,24.4,12.0,113195.33,0.41388822,0.07828173,23.441765,0.10162534,64678.074,1366688.354
180,263133.62,1084196.2,168.07915,105432.62,24.4,12.0,113230.47,0.41388822,0.07828173,23.191538,0.10162534,64372.258,1367231.5479999997
181,264545.97,1085661.8,168.07915,105575.94,24.4,12.0,113337.18,0.41388822,0.07828173,23.07231,0.10162534,64443.777,1369018.697
182,264631.8,1083722.2,168.07915,105401.44,24.4,12.0,113088.75,0.41388822,0.07828173,23.063202,0.10162534,64521.637,1366734.027
183,264852.47,1082878.2,168.07915,105854.25,24.4,12.0,113348.414,0.41388822,0.07828173,23.08168,0.10162534,64729.883,1366810.747
184,275346.25,1167389.5,168.07915,114151.86,24.4,12.0,121303.7,0.41388822,0.2348452,23.252804,0.20325068,64986.086,1467831.146
185,277388.22,1171226.6,168.07915,114381.12,24.4,12.0,121971.52,0.41388822,0.2348452,23.405308,0.20325068,65560.6,1473139.8400000003
186,280156.5,1185961.9,168.07915,115657.805,24.783333,12.0,123517.58,0.41388822,0.2348452,23.471172,0.20325068,66839.41,1491976.6949999998
187,284117.84,1206980.0,168.07915,117708.22,25.166666,12.0,125741.78,0.41388822,0.2348452,23.479551,0.20325068,67947.56,1518377.56
188,289440.44,1237379.4,168.07915,120299.9,25.55,12.0,129148.97,0.41388822,0.2348452,23.473372,0.20325068,68930.65,1555758.9199999997
189,294346.16,1262479.9,168.07915,122631.48,25.933332,12.0,132102.17,0.41388822,0.2348452,23.471968,0.20325068,69865.28,1587078.8299999998
190,360186.06,1647989.8,168.07915,160734.31,26.316668,12.0,172229.8,0.9312485,0.70453554,24.039173,0.9654407,121369.88,2102323.79
191,368728.9,1692358.6,168.07915,164846.1,26.7,12.0,177525.67,0.9312485,0.70453554,24.00261,0.9654407,107182.805,2141913.1750000003
192,376690.34,1733849.6,168.07915,168872.0,26.966667,12.0,181878.27,0.9312485,0.70453554,24.00008,0.9654407,111832.78,2196432.65
193,385903.06,1777416.8,168.07915,172983.47,27.233334,12.0,187027.81,0.9312485,0.70453554,23.999983,0.9654407,120288.87,2257716.95
194,395780.12,1828712.0,168.07915,177926.98,27.5,12.0,192890.48,0.9312485,0.70453554,23.999847,0.9654407,122976.47,2322505.93
195,402760.47,1860077.6,168.07915,181030.28,27.766666,12.0,196762.08,0.9312485,0.70453554,23.999763,0.9654407,124955.086,2362825.046
196,407147.62,1877608.9,168.07915,182813.61,28.033333,12.0,199229.77,0.9312485,0.70453554,23.999714,0.9654407,126534.53,2386186.8099999996
197,410887.78,1893405.9,168.07915,184409.64,28.3,12.0,201536.06,0.9312485,0.70453554,23.99968,0.9654407,127917.41,2407269.0100000002
